feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
NPHP1	Bloody_Swab	Yes	1.08154319503398	0.549646716393162	0.0540617458511123	0.719953490787351	CPLM	1.275	58	22	62
CFAP221	Bloody_Swab	Yes	0.981694245760324	0.497619442027654	0.0534648688497826	0.719953490787351	CPLM	1.162	58	20	66
CCDC170	Bloody_Swab	Yes	0.976338457633666	0.506705572281916	0.0590799321135962	0.725292676493261	CPLM	1.48	58	28	52
PDK4	Bloody_Swab	Yes	1.80557112380434	0.937367732655776	0.0591592156908604	0.725292676493261	CPLM	1.225	58	20	66
RHOB	Bloody_Swab	Yes	1.12723930509226	0.583816878716066	0.0585751693472026	0.725292676493261	CPLM	1.411	58	32	45
CCDC30	Bloody_Swab	Yes	0.987579427339718	0.510248105726414	0.0579855678525838	0.725292676493261	CPLM	1.242	58	25	57
CSPP1	Bloody_Swab	Yes	0.978127694248891	0.505793822219325	0.0581919005522978	0.725292676493261	CPLM	1.436	58	31	47
PHACTR2	Bloody_Swab	Yes	-2.07422549833443	1.07423363872905	0.058565186187512	0.725292676493261	CPLM	1.473	58	39	33
IQCA1	Bloody_Swab	Yes	1.03328087098111	0.533012085189756	0.0576001425683214	0.725292676493261	CPLM	1.25	58	24	59
LITAF	Bloody_Swab	Yes	0.534876680276889	0.273953673003334	0.0558923712766496	0.725292676493261	CPLM	1.127	58	39	33
IFT81	Bloody_Swab	Yes	0.910555149395435	0.46841585098357	0.0569379599793944	0.725292676493261	CPLM	1.26	58	28	52
KIF6	Bloody_Swab	Yes	1.19155423840393	0.617101116698405	0.0585650384534149	0.725292676493261	CPLM	1.266	58	19	67
RAB36	Bloody_Swab	Yes	1.02252561942067	0.524200812975443	0.0561112995083781	0.725292676493261	CPLM	1.23	58	20	66
VIMAS1	Bloody_Swab	Yes	1.36374989858852	0.706724608557921	0.0587187297811657	0.725292676493261	CPLM	1.01	58	17	71
ZC2HC1A	Bloody_Swab	Yes	1.07120084020616	0.556170777617897	0.0591829161501579	0.725292676493261	CPLM	1.328	58	27	53
